Age,Gender,Level,GPA,Teaching_Quality,Lab_Sessions,Study_Hours_Weekly,Structured_Plan,Study_Method,Class_Regularity,Living_Situation,Sleep_Hours_Daily,Physical_Activity,Success_Factors_Len,Improvement_Suggestions_Len,Decision
21,1,2,12,1,0,30,1,0,4,0,0,0,52,32,0
18,1,1,12,1,1,2.5,0,0,6,0,1,2,32,0,0
17,1,2,11.69,2,1,30,0,0,5,0,0,1,11,39,0
24,1,2,12,1,1,4,2,0,3,0,1,0,0,27,0
23,0,5,13.56,1,1,24,0,1,4,1,1,2,0,46,1
19,1,3,12.13,2,1,13,1,0,4,0,1,0,79,46,1
17,1,3,11.3,2,0,9,0,1,6,1,0,2,42,28,0
30,1,2,12,1,1,16,0,0,4,1,1,2,10,68,0
20,0,4,14.79,2,0,15,0,0,6,0,1,2,16,0,1
19,1,2,13.6,2,1,6,1,0,6,2,0,1,9,42,1
19,1,3,11.69,2,1,10,0,0,6,1,1,1,16,19,0
22,1,3,10.87,2,0,3,1,0,6,1,0,1,0,48,0
24,1,1,12.8,2,1,3,1,0,1,1,0,2,11,0,1
20,1,1,13.2,2,0,2,0,0,4,0,1,1,0,92,1
22,1,3,13.28,2,1,0,2,1,6,0,1,2,8,24,1
21,1,2,12.84,2,0,3,0,0,4,2,1,1,27,69,1
20,0,5,11,2,0,2,0,0,6,0,1,0,4,27,0
22,1,3,11.69,1,1,30,1,0,6,0,0,1,43,28,0
19,1,3,12,2,0,14,0,0,5,0,1,1,33,21,0
19,1,3,13,2,0,6,2,0,4,0,1,2,0,53,1
16,1,3,11.58,2,0,7,1,0,6,0,1,1,13,71,0
19,0,4,12,1,0,12,2,0,6,1,0,1,18,0,0
18,0,1,11,2,0,12,1,1,4,1,0,0,11,157,0
19,1,4,14,1,0,2,1,0,3,2,1,0,41,32,1
19,1,1,12,2,0,3,1,0,6,0,1,2,24,47,0
26,1,3,11.12,0,1,35,1,0,5,0,1,0,11,544,0
22,1,2,12.05,2,0,0,0,0,5,0,0,1,12,0,1
20,0,3,10,0,0,21,1,1,6,0,0,1,64,74,0
21,0,2,11.2,2,0,4,0,0,5,0,1,1,11,112,0
18,1,3,12.6,2,1,48,1,0,6,1,1,1,0,69,1
18,0,1,12,2,0,21,0,0,6,0,0,0,12,22,0
21,1,1,14,1,1,14,0,0,6,0,0,1,0,0,1
18,0,3,11.58,2,1,0,0,0,4,1,1,2,0,3,0
22,1,1,12,2,1,5,0,0,6,1,1,2,65,55,0
23,1,1,11.79,2,0,6,0,0,6,1,1,2,11,74,0
21,0,2,11.69,2,0,10,0,0,3,0,0,2,15,0,0
18,1,2,12,2,1,6,2,1,4,1,1,0,26,27,0
16,1,1,11,2,0,5,1,1,5,0,1,1,55,171,0
18,1,2,14,2,0,12,1,0,6,0,1,1,16,544,1
23,0,1,12,2,1,10,2,0,5,2,1,1,7,80,0
27,0,1,12,3,1,14,1,0,2,0,0,2,25,120,0
20,1,4,13,1,1,3,2,0,5,0,1,1,119,74,1
19,1,1,11.93,2,0,10,2,0,6,0,0,0,0,28,0
17,0,2,10,2,1,0,0,0,4,0,1,2,8,65,0
19,1,3,13,2,1,14,0,0,4,0,1,1,27,52,1
21,1,2,13.5,2,1,2.5,1,0,6,0,1,1,43,42,1
19,0,3,13.5,0,1,2,1,0,6,0,1,1,26,34,1
18,1,3,13,2,1,12,1,0,4,1,1,2,42,21,1
17,0,1,12.41,2,0,18,0,0,6,1,1,1,11,122,1
18,1,3,11,2,0,28,1,0,4,1,1,0,19,214,0
24,1,1,12,2,0,4,0,0,4,0,1,1,71,107,0
18,1,2,13,2,0,6,0,0,4,0,0,0,61,3,1
19,0,1,13,2,1,2.5,1,0,6,0,0,2,0,0,1
17,1,2,12,1,1,24,1,0,6,1,1,2,30,122,0
18,1,2,12,1,1,20,1,0,2,0,1,0,12,195,0
20,1,3,11,2,0,35,1,0,4,0,1,0,43,41,0
18,1,1,11,3,1,5,1,0,6,1,1,1,0,65,0
21,1,4,12.6,2,1,14,1,0,6,1,1,2,24,37,1
18,1,3,12,1,1,8,0,0,6,0,0,1,19,210,0
24,0,5,11.16,2,1,230,0,0,5,0,0,1,0,44,0
25,1,1,11.08,2,1,35,1,0,4,1,1,2,418,34,0
17,1,1,11.2,0,1,5,1,0,6,0,0,0,11,24,0
19,1,1,12,3,0,0,2,0,5,0,0,1,17,35,0
24,1,1,12,2,1,4,2,0,4,0,1,1,27,86,0
23,1,2,12,2,1,0,1,0,5,0,1,2,4,37,0
24,1,1,13,2,1,12,1,0,3,0,0,0,34,71,1
19,1,2,14.79,2,1,20,0,0,6,1,1,2,11,157,1
19,0,1,13,1,0,14,1,0,6,0,1,1,0,0,1
19,1,2,12,3,1,12,0,0,4,1,1,0,0,0,0
20,1,2,11,2,1,4,0,0,6,0,0,2,0,68,0
19,1,3,12,1,1,2,1,0,6,1,1,2,11,0,0
16,1,2,12,2,1,3,1,0,6,0,1,2,28,41,0
26,1,4,13,2,1,6,0,0,3,1,0,2,33,74,1
19,1,3,11,2,1,4,1,0,6,0,1,1,5,461,0
19,0,1,11,1,1,20,0,0,6,0,0,1,61,44,0
19,1,3,12.44,1,1,30,1,0,6,0,1,0,0,0,1
22,1,2,16,2,0,5,0,0,6,0,1,1,54,65,1
18,1,2,11.92,1,1,14,0,0,6,0,1,0,61,28,0
20,0,4,7,2,0,5,0,0,6,0,1,0,12,47,0
19,1,3,13,2,1,30,0,0,1,2,0,2,8,28,1
18,1,4,11,2,1,3.5,2,0,5,0,0,1,19,278,0
16,1,1,12,2,0,7,0,0,6,1,1,2,27,34,0
21,1,2,11,2,1,7,1,0,6,0,1,1,26,22,0
18,1,3,11.45,1,1,10,0,0,6,1,1,2,0,0,0
23,0,3,12.5,2,1,3,1,0,5,1,1,1,52,109,1
18,0,2,12,1,1,3,0,1,6,1,1,1,0,81,0
23,1,2,11,1,1,2.5,1,0,6,2,0,0,12,69,0
17,0,3,13.78,2,0,18,0,0,4,0,0,1,40,68,1
22,1,1,12,2,1,15,0,0,4,0,0,1,13,33,0
18,1,3,11,2,0,1,1,0,5,0,0,2,32,179,0
23,1,4,12,2,0,2,0,0,5,0,1,0,246,60,0
17,1,1,10,1,1,5,2,0,6,0,0,2,32,74,0
23,0,1,14,1,1,2,0,0,6,0,1,0,246,230,1
19,1,1,11,2,1,30,0,0,3,1,1,0,17,201,0
16,1,3,12.8,1,1,13,1,0,6,0,0,1,0,42,1
23,1,3,12,1,1,22,2,0,6,1,1,2,0,68,0
22,1,3,13.95,3,1,0,1,0,5,0,1,1,0,470,1
25,0,2,10,1,0,6,1,0,5,1,1,1,42,38,0
17,1,3,12,2,1,20,1,0,6,0,1,1,0,758,0
20,1,1,11.5,2,1,0,1,0,5,1,0,1,59,73,0
18,1,5,13,1,1,15,0,0,5,0,1,1,17,112,1
19,1,1,17.05,2,1,35,0,0,4,0,1,1,119,37,1
18,1,2,11,2,0,0,0,0,0,0,1,0,17,0,0
19,1,4,11,2,1,13,0,1,5,0,0,0,11,74,0
18,1,1,12,1,1,0,0,0,5,1,1,1,16,68,0
24,1,2,12.33,2,1,2,0,0,4,2,0,2,42,109,1
23,1,3,11.3,1,1,2,1,0,6,0,0,2,33,60,0
18,1,2,10.87,2,0,0,2,0,6,1,1,0,11,77,0
21,1,1,15.5,1,1,12,0,0,6,1,1,1,57,39,1
19,0,3,12.91,3,0,15,1,0,4,0,0,0,0,0,1
17,1,3,16,2,0,22,0,1,4,0,1,1,8,85,1
18,1,2,13,1,0,10,0,0,6,0,1,1,26,43,1
23,0,1,12,3,1,14,0,0,4,0,0,0,64,41,0
22,0,1,11,2,1,12,0,0,2,0,0,1,47,35,0
23,1,1,12.8,2,0,10,1,1,6,0,1,1,17,34,1
17,1,2,13.02,2,1,20,1,0,5,2,1,0,18,39,1
17,1,1,12,2,0,7,1,0,4,0,0,1,32,41,0
23,1,3,12.32,2,1,0,2,0,6,0,1,1,47,107,1
18,1,2,10,2,0,20,1,1,5,1,1,0,19,47,0
20,1,2,11,1,1,0,2,0,6,0,0,0,34,18,0
18,0,4,11.05,2,0,72,0,0,4,2,1,1,16,19,0
17,1,2,11.12,2,1,12,0,0,1,0,0,1,11,122,0
22,0,3,14.18,1,1,14,0,0,4,0,0,2,79,74,1
24,1,4,15,2,1,10,1,1,6,1,1,2,0,0,1
24,1,1,11.45,2,1,7,1,0,5,0,1,1,64,35,0
20,0,3,13,2,0,14,2,0,6,1,0,2,57,17,1
20,1,2,12.82,2,0,0,1,0,4,0,1,0,15,0,1
22,1,2,12.77,2,1,2,0,0,4,0,1,1,0,32,1
18,1,1,12.05,1,1,2,0,0,4,1,1,2,27,34,1
16,0,1,10,0,0,14,1,0,6,1,1,1,13,17,0
19,1,3,12.44,0,1,5,0,0,2,0,1,1,0,68,1
19,1,2,12,2,1,5,1,0,6,0,1,1,27,48,0
18,0,1,12.19,1,0,2,0,0,2,0,1,2,16,157,1
20,0,2,11.08,2,1,35,0,0,6,0,0,1,0,32,0
19,1,1,11,2,1,2,0,0,4,0,1,2,47,69,0
18,1,1,12,1,1,3,0,0,4,1,1,1,21,25,0
20,1,1,11,2,1,3,1,0,6,0,1,1,49,31,0
19,0,2,11,2,0,2,1,0,6,0,0,0,12,214,0
20,1,3,13,2,0,4,0,0,4,2,0,1,246,470,1
21,1,2,12,2,0,0,2,0,6,0,1,2,418,92,0
17,0,1,12,1,0,0,1,0,6,1,0,0,16,55,0
26,1,5,11,2,0,30,2,0,4,0,1,2,0,0,0
26,1,2,12.8,2,0,4,0,0,3,1,1,2,59,0,1
16,1,4,10,2,0,8,1,0,4,0,0,1,65,120,0
20,0,2,12,1,1,14,0,0,6,1,0,1,0,68,0
18,0,3,13,1,1,4,0,0,4,0,1,1,32,74,1
21,1,2,11,1,1,3,1,0,4,1,0,0,19,52,0
21,0,2,12,2,1,15,0,0,6,1,1,0,26,68,0
21,1,5,12,2,1,7,1,0,6,0,0,1,0,0,0
18,1,2,10,1,1,9,0,0,5,1,1,1,16,0,0
20,1,4,12.5,2,0,14,1,0,4,0,0,2,42,10,1
18,0,1,11.9,2,0,5,0,0,6,0,1,0,0,33,0
22,1,4,13,1,0,0,1,0,2,0,1,1,13,10,1
20,1,3,11,1,1,7,1,0,5,1,1,1,5,10,0
20,1,2,12.6,1,1,20,0,0,6,0,1,1,11,24,1
18,1,2,15.68,2,1,14,1,0,4,0,1,0,0,230,1
23,1,1,12,2,0,1,0,0,2,0,1,1,4,39,0
21,0,5,12.34,2,0,5,1,0,6,0,1,2,0,21,1
19,1,4,12,1,0,30,0,0,4,0,1,2,81,42,0
22,1,2,12.77,2,1,2,1,0,4,0,1,1,0,28,1
19,1,2,13,2,1,10,0,0,6,1,1,2,33,0,1
18,0,2,11.45,1,0,4,0,0,3,2,1,1,0,106,0
19,0,5,11,1,1,28,2,0,5,0,1,0,19,0,0
17,1,1,11,2,1,6,0,0,4,0,1,0,32,48,0
23,1,2,12.8,2,1,30,1,1,3,1,0,2,43,48,1
17,1,2,12.13,2,1,5,0,0,6,1,1,2,44,96,1
19,1,5,10,2,0,14,2,0,4,0,0,1,21,29,0
20,0,4,12.6,2,1,15,1,0,6,0,1,1,64,36,1
18,0,2,10,0,0,20,1,0,6,0,1,2,16,52,0
18,1,4,11,2,0,2,0,0,4,0,0,2,0,201,0
30,1,2,12,2,0,30,0,0,5,1,1,0,33,0,0
22,1,3,16,1,1,14,2,0,6,0,1,1,0,35,1
26,1,3,12.8,2,0,0,0,0,4,0,1,1,246,120,1
21,0,3,12,2,0,2,1,0,5,0,0,0,246,25,0
27,1,3,12,2,1,3,1,0,4,1,1,1,17,271,0
19,1,3,14,2,1,4,0,1,6,0,1,1,25,470,1
20,1,1,12,0,1,24,2,0,6,0,1,0,22,80,0
20,1,2,11.57,2,1,5,0,0,6,0,0,2,0,31,0
19,0,3,13.02,2,1,0,2,0,5,1,0,0,0,44,1
19,0,2,14,2,0,30,0,0,6,0,1,2,43,71,1
24,1,2,10,2,1,12,0,0,4,0,0,2,54,0,0
18,0,3,14,2,0,10,1,0,4,1,1,2,0,0,1
16,1,3,12,2,0,6,1,0,6,1,0,1,27,74,0
20,1,2,11.08,2,1,5.5,0,0,6,1,0,2,0,39,0
20,1,1,11.5,2,1,6,1,0,6,1,1,0,0,42,0
21,1,1,14,3,1,2.5,0,0,6,0,0,0,13,544,1
22,1,2,10,2,1,2,1,0,4,1,0,2,16,120,0
17,0,1,11,3,0,15,1,0,2,2,0,0,26,201,0
19,1,2,11,1,1,48,2,0,3,2,0,1,19,48,0
16,1,1,12.91,2,0,22,0,0,6,0,0,0,0,44,1
22,1,5,15,1,1,20,1,0,6,1,1,1,26,201,1
20,1,1,11.5,2,0,5,1,0,3,1,1,1,0,81,0
19,1,1,12.91,1,1,35,1,0,6,1,0,0,15,27,1
17,0,1,11.93,2,0,16,2,0,6,2,1,1,14,0,0
17,1,1,12.54,1,0,8,2,0,3,0,1,0,11,31,1
21,1,3,12.07,1,0,3,0,0,2,0,1,1,17,3,1
24,1,3,11,2,0,30,0,0,4,1,0,0,4,81,0
19,1,4,11.76,2,1,16,1,0,6,1,0,2,61,42,0
19,0,3,12.84,2,0,6,0,0,4,1,1,1,19,60,1
25,0,1,11.57,2,0,5,0,0,6,0,0,2,0,42,0
30,1,3,12,2,1,2,1,0,6,1,1,1,0,44,0
18,1,1,11,2,0,5,0,0,6,1,0,0,19,107,0
23,1,2,10.87,2,1,8,2,0,4,0,0,1,26,47,0
22,1,3,15,2,0,20,0,0,6,1,0,1,37,364,1
19,1,2,11.08,1,1,12,1,0,3,0,0,0,0,69,0
19,1,2,12.6,1,1,0,0,0,4,0,1,2,24,122,1
19,1,3,15.68,1,1,6,1,0,5,1,1,0,37,97,1
20,1,5,14.18,1,0,4,1,0,6,0,1,0,119,41,1
21,0,2,13,2,0,1,2,0,6,0,0,1,11,0,1
19,1,5,11.3,2,1,6,0,0,6,1,0,1,24,41,0
19,1,5,12.44,1,1,5,1,0,6,0,0,2,19,0,1
18,1,3,11,2,1,23,1,0,6,0,1,2,34,50,0
19,1,1,13,3,0,4,1,0,6,1,0,1,28,157,1
24,1,2,12,2,0,0,0,1,6,1,0,2,25,0,0
22,1,2,13,1,1,20,2,0,5,0,0,2,49,24,1
19,1,2,11.12,2,0,2,0,0,5,1,1,0,90,30,0
22,1,2,11,2,0,21,0,0,6,0,1,1,14,33,0
19,1,3,13,2,1,35,0,0,6,0,0,0,0,0,1
20,1,3,13,1,1,20,1,1,6,1,1,2,14,77,1
20,1,2,13,1,1,14,0,0,3,0,1,1,14,27,1
19,1,1,10,2,1,3,0,0,4,0,1,0,11,758,0
21,0,1,14,1,0,12,1,0,6,1,0,2,0,197,1
17,1,3,14.79,2,1,2,2,0,6,2,0,2,11,0,1
20,0,1,11.69,2,1,15,1,0,4,0,1,1,0,112,0
18,1,4,12,2,1,20,1,0,4,2,1,1,26,96,0
20,0,1,12,2,0,20,1,0,3,0,1,1,0,31,0
19,1,3,12,2,1,7,0,0,5,0,1,1,17,0,0
19,0,2,11.58,2,1,4,1,0,4,0,1,0,27,0,0
17,1,1,12,1,0,30,0,0,6,0,0,2,4,21,0
17,0,1,14,2,1,8,1,0,2,0,1,1,56,210,1
17,1,4,12,1,0,3,1,0,5,0,1,0,47,92,0
19,1,3,12,2,0,4,0,0,6,0,0,1,0,30,0
22,1,1,11,1,1,20,1,0,5,0,1,1,11,0,0
26,1,3,12,2,1,14,2,0,4,2,1,0,12,0,0
21,1,2,11.5,1,0,4,1,0,6,2,1,1,0,544,0
21,1,3,12,1,1,4,0,0,4,1,0,2,0,37,0
27,1,3,10,2,1,72,1,0,6,0,1,2,32,0,0
20,1,1,12.05,2,1,4,1,0,2,1,0,2,0,92,1
23,1,2,9,2,1,5.5,1,0,6,0,1,1,11,0,0
19,0,1,11,2,0,12,0,0,6,0,0,2,11,46,0
19,1,2,10,2,1,5,0,0,5,0,0,1,0,32,0
19,0,5,11.08,2,1,17,1,0,5,1,0,0,0,0,0
18,1,4,12.05,2,1,28,0,0,6,2,0,0,0,0,1
21,0,3,11.3,2,0,8,2,0,6,0,1,2,42,69,0
23,1,1,12,2,0,0,0,0,4,0,0,0,8,31,0
20,0,1,12,3,0,6,1,0,4,1,0,1,26,71,0
22,1,2,12.44,2,0,0,2,0,5,0,0,1,4,77,1
19,1,1,13,1,1,0,2,0,6,1,1,1,11,74,1
17,1,4,12,1,1,12,2,0,4,0,1,1,13,61,0
20,1,1,12,2,1,24,0,0,6,0,1,1,11,42,0
18,0,1,12,2,0,6,1,0,6,1,1,0,0,60,0
19,1,2,10.87,2,0,3,0,0,6,0,0,2,0,74,0
20,1,4,12.35,2,0,0,1,0,4,1,1,2,43,22,1
21,0,1,12,2,0,2,0,0,6,0,0,2,0,81,0
20,1,1,11.79,2,0,4,0,0,6,1,1,2,0,86,0
18,0,1,12.8,2,1,39,2,0,3,2,1,1,0,68,1
21,1,2,11,1,1,20,0,0,5,0,0,2,25,36,0
18,1,2,12,2,0,12,1,0,6,0,1,1,0,36,0
17,0,1,12,2,1,18,1,0,6,0,0,2,418,0,0
20,1,2,11.08,2,1,0,1,0,6,0,1,1,40,46,0
18,1,2,11.94,1,0,1,0,0,4,1,1,0,0,197,0
18,0,1,12,1,0,6,1,0,2,0,0,1,13,3,0
20,1,2,13.78,2,1,0,2,0,5,0,0,1,37,37,1
23,0,1,12,2,1,3,1,0,6,0,0,0,0,34,0
17,1,3,11.45,2,1,4,1,0,5,0,1,1,57,44,0
21,1,4,13,3,0,2,1,0,3,1,1,2,5,201,1
17,1,1,12.44,2,1,6,0,0,6,1,0,2,7,61,1
27,0,2,12,1,0,7,0,0,4,0,1,1,0,41,0
25,1,1,11,2,0,14,0,0,5,1,0,0,11,44,0
18,1,3,10.87,1,1,14,0,0,6,1,1,2,48,60,0
19,1,1,10.87,2,0,4,0,0,3,1,0,0,0,44,0
18,1,3,12,1,1,21,2,0,3,0,1,1,0,21,0
17,1,3,16,1,1,3,0,0,3,2,1,0,9,544,1
19,1,2,13.5,2,1,4,1,0,4,1,0,1,0,35,1
20,1,3,12,2,0,13,0,0,6,1,0,0,11,46,0
21,1,1,11,1,0,21,1,0,6,1,0,1,40,195,0
19,0,2,14,2,1,5.5,0,0,4,0,0,1,17,0,1
19,1,2,12,2,1,4,2,0,2,1,1,2,16,25,0
20,0,4,11.85,1,0,7,2,0,4,1,1,1,30,122,0
21,1,2,11.5,1,1,2,0,0,5,0,0,2,22,112,0
17,1,3,11.5,2,0,0,1,0,4,1,1,1,13,0,0
20,1,3,10,1,1,10,0,0,3,2,0,1,0,0,0
17,1,2,12,1,1,30,0,0,6,0,0,2,16,34,0
18,1,3,12,2,1,35,0,0,5,0,1,0,0,0,0
21,1,2,12.8,2,1,6,1,0,5,0,1,2,0,46,1
17,0,2,12,2,0,6.5,0,0,5,0,0,1,14,57,0
19,1,1,13,1,1,12,2,1,4,0,0,1,9,39,1
27,1,1,12.35,2,1,42.5,0,0,6,1,0,2,25,22,1
19,1,3,14.38,3,0,6.5,0,0,6,1,1,1,25,42,1
17,1,3,12,3,1,1,1,0,6,0,0,0,0,106,0
18,1,4,12,2,0,10,2,0,4,0,0,2,11,34,0
20,1,5,12.82,2,1,28,0,0,4,0,1,1,29,44,1
20,1,1,11,0,1,14,0,0,6,2,1,2,0,364,0
20,1,4,12,2,0,1,1,0,4,2,0,1,47,0,0
20,0,4,11.94,2,0,5,1,0,6,1,1,1,37,61,0
19,0,1,11,1,1,4,0,0,6,0,1,2,34,132,0
22,0,1,12,2,0,12,1,0,3,0,1,0,10,171,0
22,0,2,14,0,0,10,2,0,4,0,0,1,16,278,1
17,1,2,17.05,2,1,8,1,0,6,1,0,1,16,470,1
26,1,2,11.58,2,1,2,0,0,6,0,0,2,11,0,0
21,1,2,10,3,0,3,1,0,6,1,0,2,0,73,0
19,1,1,11,2,0,12,1,0,6,0,1,1,26,21,0
20,0,1,10,2,0,20,0,0,5,1,0,1,42,44,0
18,1,4,9,2,1,2,0,0,4,0,0,2,41,32,0
17,1,1,13,1,1,18,2,0,3,1,1,0,0,53,1
18,1,1,11,2,1,2,1,0,6,0,0,2,11,506,0
18,1,1,13.95,3,0,5,0,0,6,1,1,1,43,99,1
20,1,2,12,2,1,5,0,0,6,1,0,0,0,48,0
19,0,1,12,2,1,0,0,0,4,0,1,1,99,230,0
18,1,1,12,2,1,6.5,0,0,4,0,1,1,26,47,0
19,0,3,12,3,0,14,1,0,6,0,1,1,27,31,0
21,1,4,11.57,2,1,2,1,0,6,0,0,1,12,18,0
19,1,3,11,1,1,28,2,1,5,1,0,1,0,179,0
19,0,2,14.79,2,1,8,1,0,4,0,0,2,0,86,1
23,1,2,11.2,2,0,20,2,0,6,1,1,0,64,134,0
24,1,2,13,1,1,8,1,0,4,0,0,0,52,61,1
17,0,2,11.76,2,0,30,2,0,5,1,0,0,13,0,0
19,1,1,12,2,0,4,0,0,6,1,0,0,11,39,0
20,0,1,12,2,0,7,1,0,6,0,0,1,11,35,0
20,0,1,11,2,0,3,1,0,6,1,1,1,18,24,0
18,1,2,17.05,0,1,8,0,0,6,0,1,1,24,19,1
23,1,1,13.02,2,0,10,2,0,5,1,1,1,32,48,1
20,1,3,12,2,1,5,0,0,3,1,1,2,11,122,0
19,0,2,12.35,2,1,2.5,1,0,5,1,1,1,0,10,1
20,1,1,13.5,2,0,3,0,1,3,0,1,2,0,0,1
17,1,2,13.2,2,1,30,0,0,5,1,0,0,37,157,1
24,1,2,12,2,1,0,0,0,4,0,0,1,0,21,0
22,1,2,12,2,0,3,1,0,2,0,1,1,81,0,0
21,0,4,9,1,0,24,0,0,3,0,0,0,11,73,0
22,1,2,10,1,1,4,1,0,4,1,0,2,79,230,0
18,1,4,13,2,1,14,0,0,6,0,1,0,10,134,1
23,1,3,12,1,1,3,0,0,5,0,0,2,0,37,0
19,1,3,11.69,2,1,15,1,0,3,0,1,1,33,0,0
19,1,5,12.44,0,1,2,0,0,6,0,1,2,37,96,1
16,1,1,11.12,1,0,12,0,0,6,0,0,2,54,0,0
17,1,1,12.87,2,0,14,1,0,6,1,1,1,0,201,1
19,1,3,12.5,1,1,35,1,0,4,0,0,2,32,65,1
17,1,4,17.05,1,1,10,0,0,6,1,1,0,11,21,1
24,1,1,11.5,1,0,120,1,1,6,0,0,0,17,19,0
21,0,2,11,2,0,10,1,0,5,0,0,1,41,21,0
19,1,3,11,2,1,4,0,0,6,0,0,1,16,74,0
19,1,3,12.8,2,1,14,0,0,6,0,1,1,11,21,1
17,1,1,12,0,0,20,2,0,6,2,0,1,33,544,0
19,1,1,12,3,1,3,1,0,5,0,0,1,16,33,0
20,1,1,12.34,1,1,20,0,0,5,1,1,1,30,112,1
18,1,3,12,2,1,14,2,0,6,2,0,2,12,57,0
20,0,2,12.91,2,1,14,1,0,3,1,1,1,17,0,1
26,1,3,12.54,1,0,4,1,0,6,1,0,2,57,35,1
18,1,1,13.2,2,1,4,2,0,6,2,1,1,48,210,1
18,1,3,11.58,1,0,12,0,0,6,0,1,0,19,0,0
19,1,3,12.33,2,0,4,0,0,6,0,1,1,5,37,1
19,1,2,12,3,1,35,2,0,6,0,1,0,0,68,0
18,1,3,12,2,1,4,2,0,6,0,1,1,13,32,0
17,0,2,14.18,1,0,10,1,0,6,2,1,1,56,77,1
20,1,1,14,3,1,4,0,0,4,0,1,0,47,58,1
18,1,1,12,2,0,20,0,0,6,0,0,2,0,68,0
19,1,3,14,1,1,0,0,0,5,1,1,1,0,42,1
19,0,1,12.54,3,1,9,0,0,6,0,1,1,19,69,1
24,1,3,11.69,2,1,5,0,0,6,0,0,1,32,0,0
19,1,2,12.91,2,1,35,0,0,4,0,0,1,8,210,1
17,1,2,14.38,2,1,30,1,1,6,0,1,1,19,46,1
22,1,2,12,2,1,10,0,0,4,1,1,1,47,57,0
22,0,2,11,1,0,22,1,0,6,1,0,2,28,44,0
20,1,3,9,2,1,12,1,0,4,0,0,1,32,65,0
17,1,3,11.08,2,1,10,0,0,5,0,0,1,56,57,0
23,1,4,12.07,1,0,6.5,1,0,5,0,0,2,52,74,1
21,1,1,14,1,0,20,0,0,6,0,1,2,26,122,1
22,0,3,11.2,2,0,14,0,0,5,0,1,1,4,44,0
19,0,3,12.13,2,1,15,0,0,6,0,0,1,19,57,1
19,1,2,7,2,1,17,0,0,6,0,0,0,25,39,0
18,1,1,10,0,1,14,2,0,3,1,0,0,7,24,0
19,1,3,12.05,2,0,7,2,1,5,0,1,1,19,0,1
20,1,1,11.69,1,1,4,1,0,4,0,0,1,49,201,0
18,1,1,13,1,1,18,1,0,6,1,1,1,0,44,1
22,1,1,13.2,2,0,30,0,0,6,1,0,0,81,61,1
20,1,2,11,2,0,4,1,0,6,1,1,0,0,96,0
17,1,3,12,2,0,4,2,1,6,1,1,2,16,22,0
19,1,2,12.8,1,1,4,0,0,6,1,1,2,71,34,1
23,1,1,13,2,1,2,1,0,6,0,1,0,13,80,1
18,0,4,13.5,2,1,5,0,0,4,0,1,1,16,74,1
24,0,5,15.68,2,0,14,0,0,5,1,0,0,21,39,1
18,0,2,12.8,2,1,14,0,0,6,1,1,2,52,97,1
20,1,5,12.6,2,0,3,0,0,6,1,1,1,5,112,1
19,1,2,11.85,1,1,2,1,0,6,0,1,0,4,278,0
16,1,4,12,1,1,3,0,0,5,2,0,1,26,65,0
17,1,3,12.35,2,1,30,0,0,6,0,1,1,0,271,1
22,1,2,11.57,2,0,0,0,1,4,0,0,2,17,201,0
19,0,4,12,2,1,20,0,0,6,1,1,2,13,80,0
19,0,5,12,2,1,7,0,0,4,0,0,0,59,0,0
22,1,3,13,2,1,10,2,0,6,0,1,1,0,68,1
23,1,1,12,1,1,14,1,0,4,0,0,0,11,48,0
22,1,3,12,2,1,10,0,0,6,0,1,0,30,47,0
19,1,5,12,2,1,35,1,0,6,1,1,2,119,30,0
19,1,4,12,2,0,10,1,0,5,1,1,1,11,110,0
19,0,2,13.56,1,1,3,0,0,4,2,1,1,16,134,1
24,0,5,13,2,1,15,1,0,5,0,0,1,16,42,1
24,0,5,12.6,1,0,42.5,2,0,5,1,0,1,56,470,1
19,1,1,13.2,2,1,2,1,0,6,0,1,1,18,53,1
17,1,5,17.05,3,1,3,2,0,5,0,1,2,10,134,1
19,0,4,11,2,1,6,0,0,4,1,0,2,0,22,0
18,1,2,13.6,1,0,6,1,0,4,1,0,1,10,99,1
19,1,1,9,1,0,5,2,0,4,1,1,0,25,22,0
20,0,3,11,2,0,7,1,0,6,0,1,1,30,53,0
17,1,1,11,2,0,12,0,0,4,0,0,2,27,32,0
19,0,3,11.12,2,1,16,1,0,6,0,0,1,40,0,0
20,1,1,13.5,2,1,2,2,0,6,0,0,1,0,506,1
25,1,2,13,2,1,2,0,0,6,1,1,1,11,0,1
18,0,3,11,1,0,3,2,0,4,0,1,1,11,61,0
19,0,2,14,2,1,14,0,0,4,0,1,2,49,57,1
18,1,3,12,3,0,14,1,0,6,1,0,1,30,48,0
21,0,4,16,0,1,3,2,0,4,0,1,2,246,109,1
17,1,3,11.41,3,1,2.5,1,0,6,1,0,2,19,42,0
26,1,5,14,1,0,12,2,0,5,1,0,1,11,106,1
19,1,3,12,2,1,7,0,0,2,0,1,2,28,52,0
19,1,2,12,1,0,14,0,0,6,0,0,0,0,34,0
18,1,1,12.5,2,1,6,2,0,6,0,1,1,65,50,1
19,1,2,12.91,2,0,37.5,2,0,6,1,1,1,16,21,1
17,0,2,12,2,1,42.5,0,0,1,1,1,1,27,24,0
19,1,1,16,1,1,20,0,0,6,0,0,2,65,41,1
18,1,3,12.41,1,1,5,2,0,6,1,1,2,40,37,1
18,0,1,15,1,1,5,0,0,1,1,1,0,0,0,1
